"PID","RP_Hurt_Expression","RP_Hurt_Experience","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Expression","RP_Joys_Experience","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Expression","RP_Love_Experience","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Expression","RP_Sadn_Experience","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Expression","CF_Hurt_Experience","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Expression","CF_Joys_Experience","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Expression","CF_Love_Experience","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Expression","CF_Sadn_Experience","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Expression","CC_Hurt_Experience","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Expression","CC_Joys_Experience","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Expression","CC_Love_Experience","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Expression","CC_Sadn_Experience","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Expression","SS_Hurt_Experience","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Expression","SS_Joys_Experience","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Expression","SS_Love_Experience","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Expression","SS_Sadn_Experience","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
254,"2","3","4","3","4",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"5","3","3","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"5","3","4","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","4","4","2","3","2",NA,NA,NA,"2","3","3","2","3","1",NA,NA,NA,"2","4","3","3","3","1",NA,NA,NA,"2","3","4","2","3","2",NA,NA,NA,"2","4","5","3","3","3",NA,NA,NA,"1","3","4","3","3","3",NA,NA,NA,"1","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"1","5","2","4","59","2",NA,"5","4","9","Multi racial","146","181","Other"
247,"2","2","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"4","4","3","4","4","4","5","4","5",NA,NA,NA,"5","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","2","4","45","2",NA,"5","4","7",NA,NA,NA,NA
88,"3","4","2","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","4","4","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","4","4","3","4","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","32","3",NA,"3","5","7",NA,"107","244","Region #3"
57,"3","3","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","4","5","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"5","5","5","5","5","5",NA,NA,NA,"3","3","3","4","5","2","4","42","1",NA,"4","6","7",NA,"207","162","Region #6"
4,"2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","1","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"3","3","3","3","3","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","5","3","3","3",NA,NA,NA,"2","4","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","2","2","4","30","2",NA,"6","4","3,5,7",NA,NA,NA,NA
213,"2","3","2","3","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"1","3","3","2","2","1",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"2","2","2","4","5","5",NA,NA,NA,"5","5","5","5","4","4","2","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","3","5","5","5",NA,NA,NA,"2","2","3","5","5","5",NA,NA,NA,"5","5","5","5","4","4","2","2","4",NA,NA,NA,"3","5","2","4","63","1",NA,"5","5","7",NA,"171","178","Region #5"
100,"1","2","3","3","3",NA,NA,NA,NA,"1","2","1","2","2",NA,NA,NA,"2","2","2","1","2","2",NA,NA,NA,"1","2","2","2","1","2",NA,NA,NA,"2","3","3","2","1","2",NA,NA,NA,"3","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","3","3","3","2",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","4","3","3","3","3",NA,NA,NA,"3","5","2","4","38","1",NA,"5","6","3",NA,"189","188","Region #5"
174,"3","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","2","1",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","2","3","3",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"2","3","3","3","3","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"2","3","3","3","2","3",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"2","5","2","4","20","2",NA,"8","3","7",NA,"255","121","Region #7"
25,"3","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","2","1","1","1",NA,NA,NA,"1","3","4","1","1","1",NA,NA,NA,"2","2","3","1","2","2",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","40","2",NA,"2","3","7",NA,"111","287","Region #2"
71,"2","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","4","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","5","4",NA,NA,NA,"4","4","4","4","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","3","3","2","3",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"4","3","3","3","3","3",NA,NA,NA,"3","5","2","4","31","3",NA,"4","13","7",NA,"122","218","Other"
204,"4","3","1","2","1",NA,NA,NA,"2","1","1","1","1","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"2","3","2","1","1","1",NA,NA,NA,"1","5","4",NA,NA,NA,"1","1","1","2","3","2","2","1","1",NA,NA,NA,"3","4","3","1","1","1",NA,NA,NA,"3","4","4","2","1","2",NA,NA,NA,"3","5","5",NA,NA,NA,"2","3","3","4","3","5","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","3","5","3","5","3","3","2",NA,NA,NA,"3","4","3","2","1","3",NA,NA,NA,"4","3","4","2","3","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","4","4","4","5","2","2","3",NA,NA,NA,"3","5","2","4","25","1",NA,"4","3","7",NA,"215","118","Region #7"
39,"3","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","4","1","1","1",NA,NA,NA,"2","3","3","2","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","49","2",NA,"7","6","7",NA,"216","142","Region #6,Region #7"
292,"4","4","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","5","2","4","35","1",NA,"5","5","7",NA,"179","191","Region #5"
8,"3","4","3","3","3",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","4","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","3","4","1","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","3","4","3","3","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","2","4","4","3","3","3",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"3","4","4","3","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","4","4","4","4","2","3","3",NA,NA,NA,"4","5","2","4","40","1",NA,"7","5","7",NA,"241","110","Other"
344,"4","4","1","1","1",NA,NA,NA,"4","5","4",NA,NA,NA,"2","1","1","3","3","2","1","1","1",NA,NA,NA,"4","5","5",NA,NA,NA,"2","1","1","4","2","3","1","1","1",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"3","2","2","1","1","1",NA,NA,NA,"2","3","4","2","2","1",NA,NA,NA,"2","3","3","1","1","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3","3","1","1","2",NA,NA,NA,"2","4","3","2","4","4",NA,NA,NA,"4","5","5",NA,NA,NA,"3","2","4","2","5","5",NA,NA,NA,"5","4","5","5","4","4","2","3","2",NA,NA,NA,"2","5","2","4","48","2",NA,"2","13","7",NA,"138","264","Other"
243,"3","3","2","2","2",NA,NA,NA,"1","1","1","2","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","2","2","1","2","1",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"2","4","3","3","3","3",NA,NA,NA,"4","3","3","3","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"5","3","5","4","3","3","2","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","5","4",NA,NA,NA,"4","4","4","4","4","4","2","2","3",NA,NA,NA,"4","5","2","4","36","2",NA,"6","6","7",NA,"198","192","Region #5"
90,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","1","2","2","2","2",NA,NA,NA,"2","3","3","1","1","2",NA,NA,NA,"2","2","1","1","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","2","1","2","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","4","3","4","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"5","4","4","4","5","5",NA,NA,NA,"4","3","3","4","1","4","4","32","1",NA,"4","13","3",NA,"157","253","Region #3"
241,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","1","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","2",NA,NA,NA,"3","5","2","4","78","2",NA,"7","6","2",NA,"212","143","Region #6,Region #7"
108,"1","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","2","2","1","3","2",NA,NA,NA,"1","5","5",NA,NA,NA,"1","1","1","3","3","3","2","1","1",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"4","4","4","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","5","4","4","2","2","2",NA,NA,NA,"4","5","2","4","47","2",NA,"7","5","7",NA,"218","167","Region #6"
21,"3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","3","2","3","3",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","4","4","2","3","3",NA,NA,NA,"4","3","3","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"4","5","2","4","37","2",NA,"7","5","2",NA,"177","148","Region #6"
142,"3","3","2","2","2",NA,NA,NA,"1","2","2","1","2","2",NA,NA,NA,"1","3","2","1","2","2",NA,NA,NA,"1","3","3","1","1","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"2","3","2","1","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","5","4",NA,NA,NA,"5","2","2","3","5","4",NA,NA,NA,"2","2","2","3","5","5",NA,NA,NA,"3","3","3","4","4","4","2","2","2",NA,NA,NA,"2","5","4",NA,NA,NA,"2","2","2","3","4","4","2","2","2",NA,NA,NA,"3","5","2","4","67","2",NA,"1","5","7",NA,"123","215","Other"
38,"3","3","1","1","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","2","1","1","1","1",NA,NA,NA,"2","3","2","2","1","1",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"1","3","3","2","3","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","1","1","2","1","1",NA,NA,NA,"1","4","4","1","2","1",NA,NA,NA,"2","2","3","2","2","1",NA,NA,NA,"1","5","5",NA,NA,NA,"4","4","3","3","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","5","3","3","5","5",NA,NA,NA,"4","3","3","3","5","2","4","39","2",NA,"7","6","7",NA,"242","145","Region #6"
295,"1","3","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","3","1","1","1",NA,NA,NA,"1","3","4","1","1","4",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","4","4","1","1","4",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"3","4","4","1","3","4",NA,NA,NA,"3","4","4","2","2","4",NA,NA,NA,"2","5","2","4","30","2",NA,"5","5","3",NA,"218","154","Region #6"
182,"4","4","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","2","3","1","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","3",NA,"1","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","4","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","61","2",NA,"5","2","7",NA,"180","194","Region #5"
326,"1","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","1","2","1",NA,NA,NA,"2","2","4","1","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","3","3","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","2","4","2","2","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"2","3","3","3","4","5","3","3","3",NA,NA,NA,"3","5","2","4","50","2",NA,"7","13","3",NA,"256","114","Region #7"
359,"3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","4","2","3","2",NA,NA,NA,"2","4","4","3","3","2",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"3","4","4","3","4","3",NA,NA,NA,"3","3","4","2","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","5","5","3","3","3","2","2","3",NA,NA,NA,"3","5","2","4","35","2",NA,"7","3","7",NA,"165","151","Other"
358,"3","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","3","3","3","2","2",NA,NA,NA,"3","4","4","2","3","2",NA,NA,NA,"4","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","5","3","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"3","3","3","3","5","2","4","40","1",NA,"6","5","7",NA,"235","122","Region #7"
112,"4",NA,"4","4","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","2","4","3","4","3",NA,NA,NA,"3","2","2","2","1","2",NA,NA,NA,"1","3",NA,"1","2","2",NA,NA,NA,"1","3","3","2","2","1",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","5","4","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","4","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","38","2",NA,"7","4","4",NA,"183","188","Region #5"
217,"3","3","1","2","2",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","1","2",NA,NA,NA,"3","3","4","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"3","3","3","4","2","2",NA,NA,NA,"3","5","4",NA,NA,NA,"4","4","4","5","3","3","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"4","5","4",NA,NA,NA,"4","4","4","5","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","2","4","63","2",NA,"6","6","7",NA,"235","124","Region #7"
313,"3","4","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","3","4","1","2","1",NA,NA,NA,"2","4","4","2","2","1",NA,NA,NA,"3","4","3","2","2","2",NA,NA,NA,"3","3","2","1","1","1",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","2","4","4","4","2","2","2",NA,NA,NA,"4","5","5",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"4","4","4","5","5","5",NA,NA,NA,"5","5","4","5","5","5",NA,NA,NA,"4","4","4","5","5","2","4","50","1",NA,"7","5","7",NA,"228","127","Region #7"
